# x,y,z
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.629613949717701252e-02,3.411391833836784071e-02,-9.257794776884892274e-02
-2.044846751963299084e-02,1.074750184344016105e-02,-2.556592328232687450e-03
4.822968779578901827e-03,2.940887708289546473e-02,-9.749398001900032307e-02
1.868130719150321375e-02,5.433025569056773585e-02,-1.933421482057405272e-01
9.603778032486534610e-04,3.473931150966299425e-02,-9.689442367209914753e-02
4.151099295037865775e-03,1.346349335188632146e-01,-9.362578484885353269e-02
7.377706484180714119e-04,3.944166150258082704e-02,-1.240657281862553168e-01
-1.705139272820253848e-02,1.057713180835707367e-01,-5.137513509328468786e-02
-4.272822977698079519e-03,1.449141692631336076e-01,-1.425044133559049409e-01
-2.051903638217909137e-02,2.165413865331164422e-01,-7.463982541657741832e-02
-3.495196782126855362e-03,2.368307077691353679e-01,-1.710687232068835439e-01
-9.542515515090343320e-03,3.354117725466780331e-01,-1.554097448408513771e-01
1.808717687968240673e-02,2.732438079717798285e-01,-2.287019291362071827e-01
2.256931686259834591e-02,1.741654940643797556e-01,-2.414846571095397298e-01
4.294502863366057160e-02,1.797653382949749024e-01,-3.392265218063810761e-01
5.629791556869361696e-02,1.862029533427828065e-01,-4.381217063352368379e-01
8.797391951903907326e-02,1.653809221803091978e-01,-5.306585843461500973e-01
1.001951764559921992e-01,1.788853690482503644e-01,-6.289859497825935897e-01
1.140464691007709586e-01,1.911346305359618025e-01,-7.272615687583819932e-01
8.059298663195343937e-02,1.835076866284605646e-01,-6.333323707561615556e-01
6.840272153378133824e-02,1.703774479171200062e-01,-5.349504909803640684e-01
8.399985545534456588e-02,1.594022052093827801e-01,-6.331150133952317960e-01
1.170853024149884070e-01,6.507109604728419927e-02,-6.357598278932284908e-01
9.786251562909474566e-02,6.936418534627100674e-02,-5.377187454203438133e-01
6.209244840755276384e-02,6.564866659937051985e-02,-4.444090609743669429e-01
4.558202664469503118e-02,5.333640116898605288e-02,-3.465529722870283047e-01
3.542493575962243901e-02,5.174675613765322008e-02,-2.470828434370729854e-01
3.219944834916235732e-02,6.238372894471315433e-02,-3.464631787175841415e-01
2.546449909829646280e-02,6.076465558932958588e-02,-2.467033718810724974e-01
2.111566494262267363e-02,5.414869072306000009e-02,-3.463894624372514386e-01
3.144740521818291390e-02,4.812725389368657791e-02,-4.456718749854374773e-01
1.259135356564440589e-02,5.049758130977483744e-02,-3.474943273280565181e-01
6.335902408897458454e-03,3.740972470106777859e-02,-2.485520343476760319e-01
-1.181152351545716045e-02,2.699301255150311427e-02,-1.507657211933641495e-01
1.735944023158586536e-02,3.686849550709388884e-02,-2.459052487855406810e-01
3.093406689700829021e-02,2.425359236258933793e-02,-3.441732177761998024e-01
3.561535459111151575e-02,2.185252855254343762e-02,-4.440347240641839277e-01
1.004856550038571439e-02,4.446728174432312136e-02,-3.500405102334102070e-01
2.640224085734756143e-02,5.601312358428753302e-02,-4.480162768215089075e-01
4.391552621671245688e-03,5.511729497788069032e-02,-3.504728142291866355e-01
3.455409919755754455e-02,4.731100945073921094e-02,-4.454953520311534243e-01
6.973573662776180737e-02,3.968898311771841547e-02,-5.387914243081167731e-01
3.809485568075345052e-02,4.914654497870063476e-02,-4.444017576250369195e-01
6.861739392342081079e-02,4.038549212687622680e-02,-5.392259033483305375e-01
8.507912088528395145e-02,4.907243403063572817e-02,-6.374783770362421054e-01
5.213540685648175577e-02,4.206986392837622213e-02,-5.433206597850712694e-01
4.831983434950026801e-02,2.384255729639840615e-02,-4.450699259486881054e-01
1.705754218182550103e-02,2.823019960816557788e-02,-3.501835850804317918e-01
